5	5	220	243	227
4000000	3500000
0	0	0	50	50	50	2	1	1	0	0	0
0	50	0	50	100	50	2	1	1	0	0	0
0	100	0	50	150	50	2	1	1	0	0	0
0	150	0	50	200	50	2	1	1	0	0	0
50	0	0	100	50	50	2	1	1	0	0	0
50	50	0	100	100	50	2	1	1	0	0	0
50	100	0	100	150	50	2	1	1	0	0	0
50	150	0	100	200	50	2	1	1	0	0	0
100	0	0	150	50	50	2	1	1	0	0	0
100	50	0	150	100	50	2	1	1	0	0	0
100	100	0	150	150	50	2	1	1	0	0	0
100	150	0	150	200	50	2	1	1	0	0	0
150	0	0	200	50	50	2	1	1	0	0	0
150	50	0	200	100	50	2	1	1	0	0	0
150	100	0	200	150	50	2	1	1	0	0	0
1150	150	0	1200	200	50	2	1	1	0	0	0
1000	0	50	1050	50	100	2	2	2	0	0	0
1000	0	100	1050	50	150	2	2	2	0	0	0
1000	0	150	1050	50	200	2	2	2	0	0	0
1000	50	50	1050	100	100	2	2	2	0	0	0
1000	50	100	1050	100	150	2	2	2	0	0	0
1000	50	150	1050	100	200	2	2	2	0	0	0
1000	100	50	1050	150	100	2	2	2	0	0	0
1000	100	100	1050	150	150	2	2	2	0	0	0
1000	100	150	1050	150	200	2	2	2	0	0	0
1000	150	50	1050	200	100	2	2	2	0	0	0
1000	150	100	1050	200	150	2	2	2	0	0	0
1000	150	150	1050	200	200	2	2	2	0	0	0
1050	0	50	1100	50	100	3	3	3	0	0	0
1050	0	100	1100	50	150	4	4	4	0	0	0
1050	0	150	1100	50	200	1	5	5	0	0	0
1050	150	50	1100	200	100	0	6	6	0	0	0
